Sitting_Dates,Titles,Debate_Ids,Urls
2015-10-20,Immigration Bill (Second sitting),f1bcc8cf-336d-4b23-b1e5-3cdc67b7e93a,https://hansard.parliament.uk/Commons/2015-10-20/debates/f1bcc8cf-336d-4b23-b1e5-3cdc67b7e93a/ImmigrationBill(Secondsitting)
2015-10-20,Immigration Bill (First sitting),fa93e00f-0800-4e9c-94ba-2cc633d0b858,https://hansard.parliament.uk/Commons/2015-10-20/debates/fa93e00f-0800-4e9c-94ba-2cc633d0b858/ImmigrationBill(Firstsitting)
2015-10-19,Immigration,15101914000001,https://hansard.parliament.uk/Commons/2015-10-19/debates/15101914000001/Immigration
2015-10-13,Immigration Bill,15101362000002,https://hansard.parliament.uk/Commons/2015-10-13/debates/15101362000002/ImmigrationBill
2015-09-10,Immigration Detention,15091022000001,https://hansard.parliament.uk/Commons/2015-09-10/debates/15091022000001/ImmigrationDetention
2015-07-09,Immigration,15070967000002,https://hansard.parliament.uk/Commons/2015-07-09/debates/15070967000002/Immigration
2015-07-06,Immigration Policies (International Students),1507066000023,https://hansard.parliament.uk/Commons/2015-07-06/debates/1507066000023/ImmigrationPolicies(InternationalStudents)
2015-01-27,Commonwealth Immigration and Visas,15012758000001,https://hansard.parliament.uk/Commons/2015-01-27/debates/15012758000001/CommonwealthImmigrationandVisas
2015-01-05,Chief Inspector of Borders and Immigration,15010515000016,https://hansard.parliament.uk/Commons/2015-01-05/debates/15010515000016/ChiefInspectorofBordersandImmigration
2014-12-16,Immigration and Asylum,14121635000011,https://hansard.parliament.uk/Commons/2014-12-16/debates/14121635000011/ImmigrationandAsylum
2014-11-28,Immigration Statistics,14112853000006,https://hansard.parliament.uk/Commons/2014-11-28/debates/14112853000006/ImmigrationStatistics
2014-11-17,Student Immigration,1411172000011,https://hansard.parliament.uk/Commons/2014-11-17/debates/1411172000011/StudentImmigration
2014-11-10,Immigration Checks in the UK,14111034001187,https://hansard.parliament.uk/Commons/2014-11-10/debates/14111034001187/ImmigrationChecksintheUK
2014-10-13,Immigration,1410134000019,https://hansard.parliament.uk/Commons/2014-10-13/debates/1410134000019/Immigration
2014-07-07,Illegal Immigration,14070728000007,https://hansard.parliament.uk/Commons/2014-07-07/debates/14070728000007/IllegalImmigration
2014-05-07,Immigration Bill,14050791000003,https://hansard.parliament.uk/Commons/2014-05-07/debates/14050791000003/ImmigrationBill
2014-04-02,Asian Restaurateurs (Immigration Enforcement),14040266000001,https://hansard.parliament.uk/Commons/2014-04-02/debates/14040266000001/AsianRestaurateurs(ImmigrationEnforcement)
2014-03-31,Yarl’s Wood Immigration Centre  (Detainee Death),1403311000002,https://hansard.parliament.uk/Commons/2014-03-31/debates/1403311000002/Yarl’sWoodImmigrationCentre(DetaineeDeath)
2014-03-10,Immigration Bill (Red Tape),14031014000027,https://hansard.parliament.uk/Commons/2014-03-10/debates/14031014000027/ImmigrationBill(RedTape)
2014-03-10,Immigration,14031014000024,https://hansard.parliament.uk/Commons/2014-03-10/debates/14031014000024/Immigration
2014-03-10,Immigration,14031014000017,https://hansard.parliament.uk/Commons/2014-03-10/debates/14031014000017/Immigration
2014-01-30,Immigration Bill,14013058000001,https://hansard.parliament.uk/Commons/2014-01-30/debates/14013058000001/ImmigrationBill
2013-12-19,Immigration (Bulgaria and Romania),13121969000001,https://hansard.parliament.uk/Commons/2013-12-19/debates/13121969000001/Immigration(BulgariaandRomania)
2013-12-18,Illegal Immigration,13121855000023,https://hansard.parliament.uk/Commons/2013-12-18/debates/13121855000023/IllegalImmigration
2013-12-11,Immigration,13121175000001,https://hansard.parliament.uk/Commons/2013-12-11/debates/13121175000001/Immigration
2013-12-02,Immigration,13120212000025,https://hansard.parliament.uk/Commons/2013-12-02/debates/13120212000025/Immigration
2013-12-02,Immigration Status Inquiries,13120212000022,https://hansard.parliament.uk/Commons/2013-12-02/debates/13120212000022/ImmigrationStatusInquiries
2013-12-02,Immigration: Romania and Bulgaria,13120212000018,https://hansard.parliament.uk/Commons/2013-12-02/debates/13120212000018/ImmigrationRomaniaandBulgaria
2013-10-28,Immigration,1310285000019,https://hansard.parliament.uk/Commons/2013-10-28/debates/1310285000019/Immigration
2013-10-22,Immigration Bill,13102262000002,https://hansard.parliament.uk/Commons/2013-10-22/debates/13102262000002/ImmigrationBill
2013-10-22,Immigration Controls,13102256000001,https://hansard.parliament.uk/Commons/2013-10-22/debates/13102256000001/ImmigrationControls
2013-09-05,Immigration  (Detention of Pregnant Women),13090545000001,https://hansard.parliament.uk/Commons/2013-09-05/debates/13090545000001/Immigration(DetentionofPregnantWomen)
2013-07-15,Immigration,13071511000012,https://hansard.parliament.uk/Commons/2013-07-15/debates/13071511000012/Immigration
2013-05-20,Benefits (Immigration),13052013000023,https://hansard.parliament.uk/Commons/2013-05-20/debates/13052013000023/Benefits(Immigration)
2013-04-23,Immigration and Asylum Act 1999 (Amendment),13042358000002,https://hansard.parliament.uk/Commons/2013-04-23/debates/13042358000002/ImmigrationandAsylumAct1999(Amendment)
2013-04-22,Immigration (Bulgaria and Romania),13042225000001,https://hansard.parliament.uk/Commons/2013-04-22/debates/13042225000001/Immigration(BulgariaandRomania)
2013-03-14,Immigration Rules: Sponsors,13031445000004,https://hansard.parliament.uk/Commons/2013-03-14/debates/13031445000004/ImmigrationRulesSponsors
2013-02-11,UK Immigration (Bulgaria and Romania),1302112000013,https://hansard.parliament.uk/Commons/2013-02-11/debates/1302112000013/UKImmigration(BulgariaandRomania)
2013-01-07,Non-EU Immigration,1301072000027,https://hansard.parliament.uk/Commons/2013-01-07/debates/1301072000027/Non-EUImmigration
2012-12-04,Immigration (Romania and Bulgaria),12120444000001,https://hansard.parliament.uk/Commons/2012-12-04/debates/12120444000001/Immigration(RomaniaandBulgaria)
2012-11-19,Immigration Rules,1211197000014,https://hansard.parliament.uk/Commons/2012-11-19/debates/1211197000014/ImmigrationRules
2012-10-15,Immigration,1210154000016,https://hansard.parliament.uk/Commons/2012-10-15/debates/1210154000016/Immigration
2012-09-06,Immigration,12090626000001,https://hansard.parliament.uk/Commons/2012-09-06/debates/12090626000001/Immigration
2012-07-09,Immigration (Integration),1207099000017,https://hansard.parliament.uk/Commons/2012-07-09/debates/1207099000017/Immigration(Integration)
2012-05-21,Child Detention (Immigration Centres),1205214000025,https://hansard.parliament.uk/Commons/2012-05-21/debates/1205214000025/ChildDetention(ImmigrationCentres)
2012-05-21,European Convention on Human Rights (Immigration),1205214000020,https://hansard.parliament.uk/Commons/2012-05-21/debates/1205214000020/EuropeanConventiononHumanRights(Immigration)
2012-04-30,Immigration Queues (UK Airports),1204305000005,https://hansard.parliament.uk/Commons/2012-04-30/debates/1204305000005/ImmigrationQueues(UKAirports)
2012-03-19,Immigration,1203196000027,https://hansard.parliament.uk/Commons/2012-03-19/debates/1203196000027/Immigration
2011-12-12,Immigration,11121217000002,https://hansard.parliament.uk/Commons/2011-12-12/debates/11121217000002/Immigration
2011-11-22,Immigration (Stranraer/Cairnryan),111122111000001,https://hansard.parliament.uk/Commons/2011-11-22/debates/111122111000001/Immigration(Stranraer/Cairnryan)
2011-11-07,Illegal Immigration (Olympics),1111073000018,https://hansard.parliament.uk/Commons/2011-11-07/debates/1111073000018/IllegalImmigration(Olympics)
2011-09-13,Special Immigration Appeals Commission,11091385000026,https://hansard.parliament.uk/Commons/2011-09-13/debates/11091385000026/SpecialImmigrationAppealsCommission
2011-09-12,Immigration,1109128000023,https://hansard.parliament.uk/Commons/2011-09-12/debates/1109128000023/Immigration
2011-06-28,Immigration Tribunals,11062856000017,https://hansard.parliament.uk/Commons/2011-06-28/debates/11062856000017/ImmigrationTribunals
2011-05-17,Legal Aid (Immigration),11051737000020,https://hansard.parliament.uk/Commons/2011-05-17/debates/11051737000020/LegalAid(Immigration)
2011-05-09,Immigration and Asylum Law,11050912000022,https://hansard.parliament.uk/Commons/2011-05-09/debates/11050912000022/ImmigrationandAsylumLaw
2011-03-07,Immigration Bail Conditions,11030711000022,https://hansard.parliament.uk/Commons/2011-03-07/debates/11030711000022/ImmigrationBailConditions
2011-03-07,Illegal Immigration,11030711000019,https://hansard.parliament.uk/Commons/2011-03-07/debates/11030711000019/IllegalImmigration
2011-03-07,Immigration System,11030711000016,https://hansard.parliament.uk/Commons/2011-03-07/debates/11030711000016/ImmigrationSystem
2011-01-24,Non-EU Student Immigration,1101248000021,https://hansard.parliament.uk/Commons/2011-01-24/debates/1101248000021/Non-EUStudentImmigration
2011-01-24,Immigration (Scotland),1101248000017,https://hansard.parliament.uk/Commons/2011-01-24/debates/1101248000017/Immigration(Scotland)
2011-01-13,Immigration (Sivarajah Suganthan),11011368001634,https://hansard.parliament.uk/Commons/2011-01-13/debates/11011368001634/Immigration(SivarajahSuganthan)
2010-12-20,Temporary Immigration Cap,1012206000004,https://hansard.parliament.uk/Commons/2010-12-20/debates/1012206000004/TemporaryImmigrationCap
2010-12-06,Non-EU Immigration,1012067000018,https://hansard.parliament.uk/Commons/2010-12-06/debates/1012067000018/Non-EUImmigration
2010-11-23,Legal Aid (Immigration Appeals),10112333000019,https://hansard.parliament.uk/Commons/2010-11-23/debates/10112333000019/LegalAid(ImmigrationAppeals)
2010-11-18,Immigration,10111862000001,https://hansard.parliament.uk/Commons/2010-11-18/debates/10111862000001/Immigration
2010-11-18,Immigration Cap,10111862000033,https://hansard.parliament.uk/Commons/2010-11-18/debates/10111862000033/ImmigrationCap
2010-11-18,Immigration Cap (Intra-company Transfers),10111862000021,https://hansard.parliament.uk/Commons/2010-11-18/debates/10111862000021/ImmigrationCap(Intra-companyTransfers)
2010-11-01,Immigration,1011019000022,https://hansard.parliament.uk/Commons/2010-11-01/debates/1011019000022/Immigration
2010-11-01,Immigration,1011019000019,https://hansard.parliament.uk/Commons/2010-11-01/debates/1011019000019/Immigration
2010-11-01,Immigration Rules (UK Science Base),1011019000018,https://hansard.parliament.uk/Commons/2010-11-01/debates/1011019000018/ImmigrationRules(UKScienceBase)
2010-11-01,Immigration System,1011019000012,https://hansard.parliament.uk/Commons/2010-11-01/debates/1011019000012/ImmigrationSystem
2010-09-06,Immigration,1009066000022,https://hansard.parliament.uk/Commons/2010-09-06/debates/1009066000022/Immigration
2010-09-06,Immigration Cap,1009066000017,https://hansard.parliament.uk/Commons/2010-09-06/debates/1009066000017/ImmigrationCap
2010-04-07,Immigration Removal Centres (Contraband),10040729000035,https://hansard.parliament.uk/Commons/2010-04-07/debates/10040729000035/ImmigrationRemovalCentres(Contraband)
2010-02-10,Yarl’s Wood Immigration Removal Centre,10021084000001,https://hansard.parliament.uk/Commons/2010-02-10/debates/10021084000001/Yarl’sWoodImmigrationRemovalCentre
2010-02-08,Immigration System (Tier 4),10020813000020,https://hansard.parliament.uk/Commons/2010-02-08/debates/10020813000020/ImmigrationSystem(Tier4)
2010-02-02,Population and Immigration,10020246000001,https://hansard.parliament.uk/Commons/2010-02-02/debates/10020246000001/PopulationandImmigration
2010-01-06,Immigration Control,10010648000003,https://hansard.parliament.uk/Commons/2010-01-06/debates/10010648000003/ImmigrationControl
2009-12-09,Immigration (Adela Mahoro Mugabo),09120965000669,https://hansard.parliament.uk/Commons/2009-12-09/debates/09120965000669/Immigration(AdelaMahoroMugabo)
2009-12-08,Immigration Policy (Language Schools),09120858000002,https://hansard.parliament.uk/Commons/2009-12-08/debates/09120858000002/ImmigrationPolicy(LanguageSchools)
2009-11-09,FOI Request (Immigration),0911096000003,https://hansard.parliament.uk/Commons/2009-11-09/debates/0911096000003/FOIRequest(Immigration)
2009-07-14,"Borders, Citizenship and Immigration Bill [Lords]",09071451000002,"https://hansard.parliament.uk/Commons/2009-07-14/debates/09071451000002/Borders,CitizenshipandImmigrationBill[Lords]"
2009-06-08,Oakington Immigration Removal Centre,0906093000002,https://hansard.parliament.uk/Commons/2009-06-08/debates/0906093000002/OakingtonImmigrationRemovalCentre
2009-06-02,"Borders, Citizenship and Immigration Bill [Lords]",09060257000002,"https://hansard.parliament.uk/Commons/2009-06-02/debates/09060257000002/Borders,CitizenshipandImmigrationBill[Lords]"
2009-04-29,Immigration (Asylum Seekers),09042972000177,https://hansard.parliament.uk/Commons/2009-04-29/debates/09042972000177/Immigration(AsylumSeekers)
2009-03-30,Immigration (Tony Lola),09033038000121,https://hansard.parliament.uk/Commons/2009-03-30/debates/09033038000121/Immigration(TonyLola)
2009-03-23,Points-based Immigration System,0903235000021,https://hansard.parliament.uk/Commons/2009-03-23/debates/0903235000021/Points-basedImmigrationSystem
2009-02-11,Immigration Rules (Small Businesses),09021180000002,https://hansard.parliament.uk/Commons/2009-02-11/debates/09021180000002/ImmigrationRules(SmallBusinesses)
2008-12-18,Immigration and Citizenship,08121891000414,https://hansard.parliament.uk/Commons/2008-12-18/debates/08121891000414/ImmigrationandCitizenship
2008-10-21,Immigration Controls,08102129000001,https://hansard.parliament.uk/Commons/2008-10-21/debates/08102129000001/ImmigrationControls
2008-07-14,Immigration Rules (Students),0807141000023,https://hansard.parliament.uk/Commons/2008-07-14/debates/0807141000023/ImmigrationRules(Students)
2008-07-07,Immigration (John and Stella Park),0807081000001,https://hansard.parliament.uk/Commons/2008-07-07/debates/0807081000001/Immigration(JohnandStellaPark)
2008-05-14,Immigration Rules (Spouses),08051456000002,https://hansard.parliament.uk/Commons/2008-05-14/debates/08051456000002/ImmigrationRules(Spouses)
2008-05-13,Immigration,0805147000001,https://hansard.parliament.uk/Commons/2008-05-13/debates/0805147000001/Immigration
2008-05-07,Criminal Justice and Immigration Bill,08050789000003,https://hansard.parliament.uk/Commons/2008-05-07/debates/08050789000003/CriminalJusticeandImmigrationBill
2008-05-07,Immigration (Discharged Gurkhas),08050765000004,https://hansard.parliament.uk/Commons/2008-05-07/debates/08050765000004/Immigration(DischargedGurkhas)
2008-05-06,Criminal Justice and Immigration Bill,0805068000001,https://hansard.parliament.uk/Commons/2008-05-06/debates/0805068000001/CriminalJusticeandImmigrationBill
2008-04-29,Commonwealth Immigration Visas,08042955000004,https://hansard.parliament.uk/Commons/2008-04-29/debates/08042955000004/CommonwealthImmigrationVisas
2008-04-24,Points-Based Immigration System,08042466000002,https://hansard.parliament.uk/Commons/2008-04-24/debates/08042466000002/Points-BasedImmigrationSystem
2008-04-21,Immigration Checks (London Airports),0804216000019,https://hansard.parliament.uk/Commons/2008-04-21/debates/0804216000019/ImmigrationChecks(LondonAirports)
2008-03-20,Border and Immigration Agency,08032078000003,https://hansard.parliament.uk/Commons/2008-03-20/debates/08032078000003/BorderandImmigrationAgency
2008-01-28,Immigration (Adela Mahoro Mugabo),0801296000001,https://hansard.parliament.uk/Commons/2008-01-28/debates/0801296000001/Immigration(AdelaMahoroMugabo)
2008-01-09,Criminal Justice and Immigration Bill,08010972000001,https://hansard.parliament.uk/Commons/2008-01-09/debates/08010972000001/CriminalJusticeandImmigrationBill
2008-01-09,Criminal Justice and Immigration Bill (Programme) (No. 3),08010972000003,https://hansard.parliament.uk/Commons/2008-01-09/debates/08010972000003/CriminalJusticeandImmigrationBill(Programme)(No.3)
2024-05-14,Illegal Migration Act:  Northern Ireland,9FCE34D0-665B-4EAA-8C2C-6A0345F58980,https://hansard.parliament.uk/Commons/2024-05-14/debates/9FCE34D0-665B-4EAA-8C2C-6A0345F58980/IllegalMigrationActNorthernIreland
2024-04-30,Illegal Migration: International Co-operation,D7B30258-B922-441E-9A33-8EFF8847CEC0,https://hansard.parliament.uk/Commons/2024-04-30/debates/D7B30258-B922-441E-9A33-8EFF8847CEC0/IllegalMigrationInternationalCo-operation
2024-04-15,Net Migration,2B2C8A94-8FE1-47A1-ABC9-3EA24E6A1712,https://hansard.parliament.uk/Commons/2024-04-15/debates/2B2C8A94-8FE1-47A1-ABC9-3EA24E6A1712/NetMigration
2024-03-14,Asylum and Migration,7639F937-FDAB-4A70-8787-00F880CA09CE,https://hansard.parliament.uk/Commons/2024-03-14/debates/7639F937-FDAB-4A70-8787-00F880CA09CE/AsylumandMigration
2024-03-12,Illegal Migration,2387F343-4840-4293-843E-69577C73A42D,https://hansard.parliament.uk/Commons/2024-03-12/debates/2387F343-4840-4293-843E-69577C73A42D/IllegalMigration
2024-02-26,Illegal Migration: Co-operation with France,E34FF180-700A-4E14-8193-2E7E507EFD82,https://hansard.parliament.uk/Commons/2024-02-26/debates/E34FF180-700A-4E14-8193-2E7E507EFD82/IllegalMigrationCo-operationwithFrance
2024-02-26,Legal Migration,1E6C8340-6F3A-49F5-B029-1F26C880BA6D,https://hansard.parliament.uk/Commons/2024-02-26/debates/1E6C8340-6F3A-49F5-B029-1F26C880BA6D/LegalMigration
2024-01-15,Reducing Migration,F6936629-EFF0-4560-9A1E-1FEAD9267C73,https://hansard.parliament.uk/Commons/2024-01-15/debates/F6936629-EFF0-4560-9A1E-1FEAD9267C73/ReducingMigration
2024-01-15,Legal Migration Rules,910C2108-F87B-49C8-BD13-9A022FCC0CF9,https://hansard.parliament.uk/Commons/2024-01-15/debates/910C2108-F87B-49C8-BD13-9A022FCC0CF9/LegalMigrationRules
2023-12-14,Transport Workforce: Migration,178CC7F8-F2D6-4B6D-97D6-6847F8E3D538,https://hansard.parliament.uk/Commons/2023-12-14/debates/178CC7F8-F2D6-4B6D-97D6-6847F8E3D538/TransportWorkforceMigration
2023-12-04,Legal Migration,921A08A2-F615-48F2-8C56-423A29556F9F,https://hansard.parliament.uk/Commons/2023-12-04/debates/921A08A2-F615-48F2-8C56-423A29556F9F/LegalMigration
2023-11-28,Net Migration Figures,14FC9FEC-63E7-4B77-B1B3-DCE477B081EA,https://hansard.parliament.uk/Commons/2023-11-28/debates/14FC9FEC-63E7-4B77-B1B3-DCE477B081EA/NetMigrationFigures
2023-11-27,Illegal Migration,8D8B7291-63ED-4593-BB89-3350CC706F58,https://hansard.parliament.uk/Commons/2023-11-27/debates/8D8B7291-63ED-4593-BB89-3350CC706F58/IllegalMigration
2023-11-27,Illegal Migration: Small Boats,878D52AA-C9EB-4512-A35E-EFB9B08A1A96,https://hansard.parliament.uk/Commons/2023-11-27/debates/878D52AA-C9EB-4512-A35E-EFB9B08A1A96/IllegalMigrationSmallBoats
2023-10-24,Illegal Migration,DD74F356-FF6D-433C-A84F-701D1F48AEA7,https://hansard.parliament.uk/Commons/2023-10-24/debates/DD74F356-FF6D-433C-A84F-701D1F48AEA7/IllegalMigration
2023-09-18,Irregular Migration: Channel Crossings,5CA4E8A3-6959-401F-AA91-18A3E4F60A4B,https://hansard.parliament.uk/Commons/2023-09-18/debates/5CA4E8A3-6959-401F-AA91-18A3E4F60A4B/IrregularMigrationChannelCrossings
2023-09-05,Illegal Migration Update,AA777B68-6155-4240-99E2-0E43D2CF1BE1,https://hansard.parliament.uk/Commons/2023-09-05/debates/AA777B68-6155-4240-99E2-0E43D2CF1BE1/IllegalMigrationUpdate
2023-07-17,Illegal Migration Bill,B90B7C1B-2318-4DB9-BB83-9FD25500C8A6,https://hansard.parliament.uk/Commons/2023-07-17/debates/B90B7C1B-2318-4DB9-BB83-9FD25500C8A6/IllegalMigrationBill
2023-07-11,Illegal Migration Bill,7568707E-1542-430C-BE00-2E55C0B37FEC,https://hansard.parliament.uk/Commons/2023-07-11/debates/7568707E-1542-430C-BE00-2E55C0B37FEC/IllegalMigrationBill
2023-07-11,Illegal Migration Bill,5D96460C-A67B-4782-B74B-89BDD8ACE51A,https://hansard.parliament.uk/Commons/2023-07-11/debates/5D96460C-A67B-4782-B74B-89BDD8ACE51A/IllegalMigrationBill
2023-07-06,Illegal Migration Bill,ACE754EB-43C8-44B1-B7A7-767AA3B228AF,https://hansard.parliament.uk/Commons/2023-07-06/debates/ACE754EB-43C8-44B1-B7A7-767AA3B228AF/IllegalMigrationBill
2023-07-03,Illegal Migration Bill: UN Refugee Convention,F4BA312E-16A3-485B-A005-5B211976E261,https://hansard.parliament.uk/Commons/2023-07-03/debates/F4BA312E-16A3-485B-A005-5B211976E261/IllegalMigrationBillUNRefugeeConvention
2023-07-03,Illegal Migration Bill: Devolved Administrations,24811573-F921-4803-98B9-95F050D40652,https://hansard.parliament.uk/Commons/2023-07-03/debates/24811573-F921-4803-98B9-95F050D40652/IllegalMigrationBillDevolvedAdministrations
2023-07-03,Net Migration,21D10CAE-7D43-472A-A92D-C58EB9C43362,https://hansard.parliament.uk/Commons/2023-07-03/debates/21D10CAE-7D43-472A-A92D-C58EB9C43362/NetMigration
2023-06-29,Migration and Economic Development Partnership,6D789210-ABC0-4694-8F9B-830B494CFE39,https://hansard.parliament.uk/Commons/2023-06-29/debates/6D789210-ABC0-4694-8F9B-830B494CFE39/MigrationandEconomicDevelopmentPartnership
2023-06-27,Illegal Migration Bill: Economic Impact Assessment,ABE8419C-FAF8-4D97-A09F-DC765DAD72CF,https://hansard.parliament.uk/Commons/2023-06-27/debates/ABE8419C-FAF8-4D97-A09F-DC765DAD72CF/IllegalMigrationBillEconomicImpactAssessment
2023-06-27,Asylum Seekers’ Access to Justice:  Illegal Migration Bill,6F6DBD5B-6065-4152-9005-072AAF3EB1C1,https://hansard.parliament.uk/Commons/2023-06-27/debates/6F6DBD5B-6065-4152-9005-072AAF3EB1C1/AsylumSeekers’AccesstoJusticeIllegalMigrationBill
2023-06-15,Migration,1CEEC72E-A1DF-4F9F-A82D-AA4868C0520D,https://hansard.parliament.uk/Commons/2023-06-15/debates/1CEEC72E-A1DF-4F9F-A82D-AA4868C0520D/Migration
2023-06-05,Illegal Migration,BFC40996-90DE-46DB-AE88-9AC048267380,https://hansard.parliament.uk/Commons/2023-06-05/debates/BFC40996-90DE-46DB-AE88-9AC048267380/IllegalMigration
2023-05-25,Net Migration Figures,93F84978-C83F-4DEB-A12C-30671D27D905,https://hansard.parliament.uk/Commons/2023-05-25/debates/93F84978-C83F-4DEB-A12C-30671D27D905/NetMigrationFigures
2023-05-25,Illegal Migration Bill: Trafficking Convention,A824471B-C7F9-41C0-BE91-C84D9642D35E,https://hansard.parliament.uk/Commons/2023-05-25/debates/A824471B-C7F9-41C0-BE91-C84D9642D35E/IllegalMigrationBillTraffickingConvention
2023-05-16,Illegal Migration Bill: Access to Justice,975433E0-C40A-489A-A553-7DB2CC841C02,https://hansard.parliament.uk/Commons/2023-05-16/debates/975433E0-C40A-489A-A553-7DB2CC841C02/IllegalMigrationBillAccesstoJustice
2023-04-26,Illegal Migration Bill,5751EE9A-180E-48BA-A8CA-D51B230C1984,https://hansard.parliament.uk/Commons/2023-04-26/debates/5751EE9A-180E-48BA-A8CA-D51B230C1984/IllegalMigrationBill
2023-04-26,Scrutiny of the Illegal Migration Bill,F6A1C580-2B51-4A52-B011-BE6E31235E4D,https://hansard.parliament.uk/Commons/2023-04-26/debates/F6A1C580-2B51-4A52-B011-BE6E31235E4D/ScrutinyoftheIllegalMigrationBill
2023-03-29,Illegal Migration Update,5C905292-65BA-4B59-9AB9-D41F52605895,https://hansard.parliament.uk/Commons/2023-03-29/debates/5C905292-65BA-4B59-9AB9-D41F52605895/IllegalMigrationUpdate
2023-03-28,Illegal Migration Bill,6F481923-B613-4807-BD4B-B1ED72AC3A75,https://hansard.parliament.uk/Commons/2023-03-28/debates/6F481923-B613-4807-BD4B-B1ED72AC3A75/IllegalMigrationBill
2023-03-27,Illegal Migration Bill,5D4369C7-D5F5-42D5-B8DF-462BC5DDA601,https://hansard.parliament.uk/Commons/2023-03-27/debates/5D4369C7-D5F5-42D5-B8DF-462BC5DDA601/IllegalMigrationBill
2023-03-20,Illegal Migration Bill,0D2743BB-4E97-4EF4-AAE3-A62A151268F9,https://hansard.parliament.uk/Commons/2023-03-20/debates/0D2743BB-4E97-4EF4-AAE3-A62A151268F9/IllegalMigrationBill
2023-03-20,Illegal Migration Bill: Compatibility,68DFBD9A-ACB6-453F-B9E5-F90B5572467E,https://hansard.parliament.uk/Commons/2023-03-20/debates/68DFBD9A-ACB6-453F-B9E5-F90B5572467E/IllegalMigrationBillCompatibility
2023-03-20,Illegal Migration Bill: Asylum Seekers,7AD0FDDC-D3DE-4A8A-A2A2-DA685BF500C2,https://hansard.parliament.uk/Commons/2023-03-20/debates/7AD0FDDC-D3DE-4A8A-A2A2-DA685BF500C2/IllegalMigrationBillAsylumSeekers
2023-03-13,Illegal Migration Bill,97D4F67E-2C1B-44CB-B860-DD9024958EEF,https://hansard.parliament.uk/Commons/2023-03-13/debates/97D4F67E-2C1B-44CB-B860-DD9024958EEF/IllegalMigrationBill
2023-03-07,Illegal Migration Bill,87B621A3-050D-4B27-A655-2EDD4AAE6481,https://hansard.parliament.uk/Commons/2023-03-07/debates/87B621A3-050D-4B27-A655-2EDD4AAE6481/IllegalMigrationBill
2022-12-19,Migration and Economic Development,B5009C67-E69A-4248-8F16-77439DE48472,https://hansard.parliament.uk/Commons/2022-12-19/debates/B5009C67-E69A-4248-8F16-77439DE48472/MigrationandEconomicDevelopment
2022-11-16,Migration,F11DB47B-7EDB-45BF-BE3B-99A6654E62E3,https://hansard.parliament.uk/Commons/2022-11-16/debates/F11DB47B-7EDB-45BF-BE3B-99A6654E62E3/Migration
2022-09-05,UK and Rwanda Migration and Economic Development Partnership,812004A7-12AC-4ED6-826C-E5851DCD3B62,https://hansard.parliament.uk/Commons/2022-09-05/debates/812004A7-12AC-4ED6-826C-E5851DCD3B62/UKandRwandaMigrationandEconomicDevelopmentPartnership
2022-07-21,"Channel Crossings, Migration and Asylum",1BFD5634-7D6C-4378-B16D-7AD7F5D376A5,"https://hansard.parliament.uk/Commons/2022-07-21/debates/1BFD5634-7D6C-4378-B16D-7AD7F5D376A5/ChannelCrossings,MigrationandAsylum"
2022-07-11,Universal Credit Migration: Disabled People,2D79F2D5-125F-4BF5-8970-D04A76EBFAEB,https://hansard.parliament.uk/Commons/2022-07-11/debates/2D79F2D5-125F-4BF5-8970-D04A76EBFAEB/UniversalCreditMigrationDisabledPeople
2022-06-15,Migration and Economic Development Partnership with Rwanda,78DA690C-B53E-4F57-B28B-2FA0F6FB0E6B,https://hansard.parliament.uk/Commons/2022-06-15/debates/78DA690C-B53E-4F57-B28B-2FA0F6FB0E6B/MigrationandEconomicDevelopmentPartnershipwithRwanda
2022-04-19,Global Migration Challenge,04A9FDC8-59F6-4CA9-BEBD-3B6F5850D707,https://hansard.parliament.uk/Commons/2022-04-19/debates/04A9FDC8-59F6-4CA9-BEBD-3B6F5850D707/GlobalMigrationChallenge
2022-02-21,Tackling Illegal Migration,1800D9FB-4678-456F-9778-2173F19CE14B,https://hansard.parliament.uk/Commons/2022-02-21/debates/1800D9FB-4678-456F-9778-2173F19CE14B/TacklingIllegalMigration
2020-11-09,Illegal Migration: English Channel,746D1A2F-F2A4-4304-ABA0-7E4BC8195613,https://hansard.parliament.uk/Commons/2020-11-09/debates/746D1A2F-F2A4-4304-ABA0-7E4BC8195613/IllegalMigrationEnglishChannel
2020-11-04,Universal Credit Migration: Child Poverty,20A9BBA9-54A2-45D4-AAEB-8358CAB692A8,https://hansard.parliament.uk/Commons/2020-11-04/debates/20A9BBA9-54A2-45D4-AAEB-8358CAB692A8/UniversalCreditMigrationChildPoverty
2020-09-28,Cross-Channel Illegal Migration,ED55CECA-288D-4141-9C4A-C550CF1E0DF6,https://hansard.parliament.uk/Commons/2020-09-28/debates/ED55CECA-288D-4141-9C4A-C550CF1E0DF6/Cross-ChannelIllegalMigration
2020-02-11,Migration and Scotland,4FBD16D7-9994-48DB-83CB-ADAD421D0112,https://hansard.parliament.uk/Commons/2020-02-11/debates/4FBD16D7-9994-48DB-83CB-ADAD421D0112/MigrationandScotland
2020-02-10,“Migration: Helping Scotland Prosper”,F114CE0E-EFBA-4D3C-B944-853D9C632079,https://hansard.parliament.uk/Commons/2020-02-10/debates/F114CE0E-EFBA-4D3C-B944-853D9C632079/“MigrationHelpingScotlandProsper”
